listing_id,listing_name,listing_description,neighbourhood_overview,property_type,room_type,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_value,instant_bookable,license
23703689,Ryde 水景公寓,"Brand new two bedroom, two bathroom, water view apartment in Sydney's Ryde district, large double room for rent, brand new doublesize bed, private bathroom, private balcony space, can cook small, Bill included.<br />1 minute walk to bus station, direct to MQ University. 5 minutes to Top ryde Shopping Centre, very convenient for transportation, especially for working people or students.",,Private room in rental unit,Private room,1,1,1,1,90,1125,,,,,,,FALSE,
42126043,Urban Sanctuary - City Retreat,The house can be described as nothing less than an urban sanctuary.......with 6 bedrooms and 2 levels there is plenty of space for privacy. We are 2 km from Westfield shopping centre and approx 1km from Normanhurst train station which is a direct route to Macquarie change at Hornsby for city routes.We are a family of 5 where the kids are all at school and both parents work so house is very quiet during the day so would ideally suit a student. Happy to provide more detail if needed.,There is a great cafe just up the road called the Wooden Mill - great coffee and lebanese sweets,Private room in home,Private room,1,1,1,1,90,1125,,,,,,,TRUE,
1.19814E+18,Serene Double Room - Conveniently Located,"Welcome to our cozy home conveniently located at Killara.<br />Our affordable and well-appointed house offers almost everything you need for a comfortable stay.<br /><br />Whether you're here for a quick layover or an extended business trip, you'll find our place both budget-friendly and accommodating. Enjoy the convenience of easy access to transportation hubs while experiencing a peaceful retreat away from the hustle and bustle. <br /><br />Book your stay now and discover why our guests love the combination of proximi","Killara is a suburb on the Upper North Shore of Sydney in the state of New South Wales, Australia 14 kilometres (8.7 mi) north-west of the Sydney Central Business District in the local government area of Ku-ring-gai Council. East Killara is a separate suburb and West Killara is a locality within Killara.<br /><br />Killara is an Aboriginal word meaning permanent or always there. The name of the suburb was chosen when the railway line opened in 1899. James George Edwards was a representative of the people who requested a station be built here. The suburb was established as a 'Gentlemen's suburb', designed so that there would be no commercial ventures in the area. For this reason, the suburb has very few shops in the original development.<br /><br />Killara later became the home of the famous architect Harry Seidler, whose home—designed by him and his wife Penelope in the 1960s—can still be seen in Kalang Avenue. It is sometimes known as Killara House and sometimes as Harry and Penelope ",Private room in home,Private room,1,1,1,1,2,365,,,,,,,TRUE,PID-STRA-53275
1.00746E+18,Partially renovated older home!,"It is a large, older style, partially renovated house with spacious common areas, garden and 2 bathrooms.<br />Bondi Junction train station, cinema, restaurants, cafes and supermarket are all less than 10 min walk away.<br />Bondi Beach is 15 min walk away.<br />Waverley Oval Sporting Facilities are less than 1 min walk away.",,Private room in bed and breakfast,Private room,1,2,1,1,90,365,,,,,,,FALSE,
43901513,Forest Sharehouse 1 minute walk from bus stop,"Spacious backyard. Sun room is the best room in the house, a perfect place to sit and read. All rooms have two windows that let in plenty of light, perfect to WFH. Public transport to the city is one bus away, 2 min walk to the bus stop. Best bakery Mrs Jones is 3 mins walk away.  Wireless Broadband Internet is included in the rent. Please note that rooms are not furnished. BYO. Feel free to bring your own furniture etc. I have spare furniture if need be, just message me.",,Private room in home,Private room,1,1,1,1,90,1125,,,,,,,TRUE,
49096855,Lovely private room in Maroubra beach,,"10 min walking to Maroubra beach.<br />Close to pub, supermarket and convenience.",Private room in townhouse,Private room,1,1.5,1,1,90,90,,,,,,,FALSE,
1.00983E+18,Single room in beautiful Manly,"Beautiful art deco apartment in Manly. 2 bedrooms and 2 bathrooms. Single guest bedroom with own bathroom and super comfy bed. Minutes to beaches, the Corso and ferry.",,Private room in rental unit,Private room,1,1,1,1,1,4,,,,,,,FALSE,PID-STRA-59423
1.14742E+18,Manly Bunkhouse - 4 Bed Dorm,"ach dorm room is fitted with two bunks totalling four persons, private bathroom and locker. Guests are provided with linen and dishes.  Things to note: the actual room may vary slightly from the pictures on the listing but will always include the facilities mentioned above and hostel caters for overseas travelers from the ages of 18 to 45 years only.  The dorms are not for guests here on business trips.  We recommend a private room for business trips and locals.",We are located 5 minutes walk to North Steyne beach and close to Harris Farm markets and many of Manly well known restaurants and cafes.<br />The ferry to the city is only 14 minutes walk to the wharf. Only 5 minutes walk to the local swim centre and tennis courts. We are in a great location!,Shared room in hostel,Shared room,1,1,1,0,1,365,,,,,,,TRUE,Exempt
42819836,SINGLE ROOM IN A NON-SMOKING FULL RENOVATED HOUSE,"SINGLE ROOM with ensuite/own bathroom, single bed (1 person in the room), and built in wardrobe.",,Private room in home,Private room,1,1,1,,90,1125,,,,,,,TRUE,
1.19391E+18,room at Chippendale 2b1b,"Best walking distance Unit for University of Sydney Students! Only a 600-meter walk from the University of Sydney, and UTS and Broadway Shopping Center can also be reached on foot. The common space is fully equipped with appliances, including washing machine, dryer, refrigerator, oven, 1 open kitchen for cooking and 1 balcony. Secure and has an access control system. Old apartment without elevators nor air conditioners (but it is on 2nd floor). There is a small park and cafe downstairs.",,Private room in rental unit,Private room,1,2,2,2,90,365,,,,,,,FALSE,
1.23325E+18,Double Bedroom in Coogee Beach.,"Seaside serenity meets urban vibrancy! A short walk to the sand, with parks just around the corner. <br />Located just moments away from Coogee Beach’s lively strip, where you can savor beachside dining or unwind with a drink—all steps from your tranquil oasis. This airy, sunlit apartment—fully appointed, nestled in lush surroundings. Your perfect coastal escape—Expansive and sun-soaked beachside living.",,Private room in rental unit,Private room,1,1,1,1,20,70,,,,,,,FALSE,PID-STRA-62044
1.11769E+18,Rustic Double Room - Nearby Stations & Stores,"Looking for an affordable place to stay while exploring, studying or working in Sydney? Got an event nearby and need somewhere comfortable to stay the night? If so, then our quaint design guesthouse is perfect for you!<br /> <br />Located in Gordon is our beautiful convenient Guesthouse. It is situated on a quiet street near Pacific Highway, within walking distance to the nearest bus station, within couple’s minute walk to Gordon Train Station!<br /> <br />Our private room is great for students, solo adventurers, c","Gordon is a suburb on the Upper North Shore of Sydney in the state of New South Wales, Australia 14 kilometres (9 mi) north-west of the Sydney Central Business District and is the administrative centre for the local government area of Ku-ring-gai Council. East Gordon is a locality within Gordon, and West Gordon is a locality within West Pymble.<br /><br />Gordon is located on a major transport artery, the Pacific Highway and near the intersection of Ryde and Mona Vale Roads which form a link between the northern beaches, Homebush Bay and the St George District and Sutherland Shire.<br /><br />Gordon railway station is on the North Shore & Western Line of the Sydney Trains network with frequent commuter services and express rail services during peak hours.<br /><br />Churches in Gordon comprise: St Johns Anglican Church (with an adjoining cemetery and columbarium), Gordon Uniting Church, Gordon Baptist Church and The Liberal Catholic Church of St. Francis.<br /><br />Gordon has a commer",Private room in home,Private room,1,2,1,1,2,365,,,,,,,TRUE,PID-STRA-50899
1.15573E+18,Stunning private room,"Stunning newly renovated flat, right in the heart of Bondi Road, with cafes, bars and restaurants on your doorstep. Sharing with myself and my friend Paul (30 year old working professionals)",,Private room in rental unit,Private room,1,,1,,90,365,,,,,,,FALSE,
1.20417E+18,Homey feeling apartment,,,Private room in rental unit,Private room,1,,,,1,365,,,,,,,FALSE,
30721335,Sunny Hornsby Apartment,"Large single room with own bathroom available from 2nd February 2019 to 15th April 2019.<br /><br />The room is light filled and has a 2 mirrored floor to ceiling built in wardrobe. Spacious private bathroom with both a shower and a bathtub. The apartment is fully furnished, has its own laundry and there is a dishwasher in the kitchen.<br /><br />On street parking, close to all amenities. Ten minute walk to Westfield shopping centre, train station and hospital.",,Private room in rental unit,Private room,1,1,1,1,90,1125,,,,,,,TRUE,
28242453,Strathfield South Apartment,Spacious and clean room in Strathfield South near Hume highway.,Quiet and peaceful suburb,Private room in rental unit,Private room,1,1,1,1,90,1125,,,,,,,FALSE,
1.22958E+18,Room in the heart of Rockdale,"Keep it simple at this peaceful and Rockdale centrally located place.<br />Located in cul-de-sac, very safe and peaceful street.<br />100m to shopping mall full of grocery stores, butchery, cafes, restaurants. <br />150m to Rockdale station, buses, easy to get to Airport line, 15mins by train to Sydney CBD.<br />Close to Brighton Le sand beach, 5mins by bus.",,Private room in home,Private room,1,1,1,1,1,365,,,,,,,TRUE,PID-STRA-69451
9.4822E+17,Villa Marion-room called Florence,"Room with Florentine Bed, desk, chair wardrobe, high grade linen and private ensuite.",,Private room in guesthouse,Private room,1,1,1,1,60,365,,,,,,,FALSE,PID-STRA-38197
1.04612E+18,Room available in home office.,Enjoy easy access to everything from this perfectly located home / commercial office base.,,Private room in home,Private room,1,1,1,1,1,365,,,,,,,FALSE,Exempt
1.17481E+18,Cosy Home @ Rootyhill,"My home located in a peaceful and central place - seven minute walk to Rootyhill train station,  shops and medical centre.<br />Room has a Fridge, Microwave, Electric Kettle, rice cooker,  Toaster, single Sofa, coffee table, study table with chair, built-in robes, chest of drawers, side tables and a single bed. Access to single burner stove in the garage.",,Private room in rental unit,Private room,1,1,1,1,21,200,,,,,,,FALSE,PID-STRA-20792
1.14175E+18,Cozy Single Room -  Close to Station & Eateries,"Are you on the lookout for affordable lodging options during your Sydney visits? Look no further than our boutique-designed guesthouse! <br /><br />Conveniently situated in Panania, just seconds away from public transport and a short walk from the vibrant main street. There, you'll discover an array of shops catering to your daily needs, including local restaurants, cafes, supermarkets, florists, and newsagents. <br /><br />Our accommodations offer both comfort and accessibility, perfect for various types of trips.","Panania , a suburb of local government area City of Canterbury-Bankstown, is located 23 kilometres inner south-west of the Sydney central business district, in the state of New South Wales, Australia, and is a part of the South-western Sydney region. The postcode is 2213, which it shares with adjacent suburbs East Hills and Picnic Point.<br /><br />Panania is bounded on the north by the M5 South Western Motorway and the suburb of Milperra. Picnic Point, to the south, features parklands along the Georges River. East Hills is the suburb to the west and Revesby is located to the east.",Private room in home,Private room,1,2,1,1,1,89,,,,,,,TRUE,PID-STRA-59860
19215365,eastwood 16平带独立卫浴主人套房欢迎您,"Exquisitely decorated 3 bedrooms 2 bathrooms 1 garage, bright and quiet street, 1.3 km walk to eastwood train station (one of the Chinese districts in Sydney), shopping mall. There is a bus 90 meters from the house. Located on the Eastwood Public School campus with great teaching quality. 16 sqm super king suite with bed and desk, built-in wardrobe and private bathroom with shower.The host is a friendly and welcoming family of three. Breakfast or dinner service can be provided by the host.Available for long or short term rental, contact on WeChat plus 13998113830, marked for rental, thank you!",,Shared room in townhouse,Shared room,1,1,1,1,300,1125,,,,,,,TRUE,
1.13069E+18,A Serene Coastal Vibe House with A Swimming Pool,"This stylish place to stay is perfect for anyone& any type. <br /><br /><br />the chef's kitchen with huge island, <br />a grand dining room with 8 seaters marble table & grandeur mirror,<br />or a cozy living room with fireplace, <br />or a 85 inch movie room with 8 seaters sofa. <br />or even an alfresco BBQ with garden beds.<br /><br /><br />NOTE: Female only. Sorry no male guest. <br />Because my wife and my daughter.",,Private room in home,Private room,1,1.5,1,1,1,365,,,,,,,FALSE,PID-STRA-66450
40737334,lovely,very quite and peaceful,,Private room in rental unit,Private room,1,1,1,0,90,1125,,,,,,,TRUE,
1.21124E+18,Darlington Private Room,"Welcome to our charming and conveniently located room. Close to public transport, and walking distance from shopping centers and the Sydney CBD. If you're seeking a comfortable and affordable accommodation option with easy access to all the city has to offer, this is the perfect place for you!<br /><br />This room is thoughtfully designed to ensure your comfort during your stay. The room is part of a well-maintained residence, providing a welcoming and convenient environment.","Darlington is a delightful and picturesque suburb located in Sydney. This charming neighborhood is a stone's throw from the bustling Central Business District, offering a unique blend of history and modernity that captures the hearts of all who visit.<br /><br />This suburb has amazing local cafes such as Henry Lee's, and plenty of activities within walking distance, such as Carriageworks Farmers Market, Glebe Markets, Newtown King Street, Broadway Shopping Centre, Sydney CBD, and more.",Private room in home,Private room,1,1,1,1,1,365,,,,,,,FALSE,PID-STRA-69381
7186117,Clean Cosy and accessible to trans,Close to all necessities ant transport. Also close to train station and supermarkets. It's a quite street and very relaxing place to stay.,,Private room in home,Private room,1,1,1,1,90,1125,,,,,,,FALSE,
41413067,Sunshine Place,"Lower ground level! Large room with own use of lounge,<br />Dining room etc.",,Private room in guest suite,Private room,1,1,1,,90,1125,,,,,,,TRUE,
1.14174E+18,Cozy Single Room -  Close to Station & Eateries,"Are you on the lookout for affordable lodging options during your Sydney visits? Look no further than our boutique-designed guesthouse! <br /><br />Conveniently situated in Panania, just seconds away from public transport and a short walk from the vibrant main street. There, you'll discover an array of shops catering to your daily needs, including local restaurants, cafes, supermarkets, florists, and newsagents. <br /><br />Our accommodations offer both comfort and accessibility, perfect for various types of trips.","Panania , a suburb of local government area City of Canterbury-Bankstown, is located 23 kilometres inner south-west of the Sydney central business district, in the state of New South Wales, Australia, and is a part of the South-western Sydney region. The postcode is 2213, which it shares with adjacent suburbs East Hills and Picnic Point.<br /><br />Panania is bounded on the north by the M5 South Western Motorway and the suburb of Milperra. Picnic Point, to the south, features parklands along the Georges River. East Hills is the suburb to the west and Revesby is located to the east.",Private room in home,Private room,1,2,1,1,1,89,,,,,,,TRUE,PID-STRA-59860
4245259,"Modern waterfront home,","My cool modern three level home has a beautiful deck facing the water on Sydney's lower north shore.  Clean separate bathroom, with a gourmet kitchen, ferry and bus to sydney center. Enjoy a built in swimming pool and serene surroundings","very close to the city, quiet and serene",Private room in home,Private room,1,3,1,1,90,1125,,,,,,,FALSE,
24721919,Mascot Central,The bedroom  has a bed and a built in wardrobe. <br />The apartment is furnished and we have a large balcony overlooking the park. <br />Guests are more than welcome to use the lounge area and the TV.<br />We are about a 5 minute walk to Mascot station. This a meriton complex with full range woolworths and plenty of restaurants and cafes to choose from.front.<br />The place has a gym swimming pool and sauna.<br />We are two girls in the apartment and mostly at work. looking for a female for a 6 month minimum. No couples,,Private room in rental unit,Private room,1,1,1,1,90,1125,,,,,,,FALSE,
8.80713E+17,Modern apartment near station,"Brand new apartment building in Edmondson Park, 45min train ride to Sydney CBD, 15mins to Liverpool, 20min to Cabramatta. The apartment is a 2 minute walk to the train station.<br /><br />The room is private with your own bathroom situated outside of the bedroom. You have wardrobes and balcony access. The room could fit a single or double bed.<br /><br />Coles is open in the shopping complex located right below our building and 30+ shops.<br /><br />Building amenities include a swimming pool, bbq and table tennis",,Private room in rental unit,Private room,1,1,1,1,90,365,,,,,,,FALSE,
1.09404E+18,Perfect room for short stay,"A private second bedroom, double bed with separate bathroom in a great location in Waterloo. <br /><br />The property is close bus stop and 15 minutes away from train station which is also connected to airport line (3 stops away from international airport).<br /><br />There is a swimming pool and gym in the building.",,Private room in rental unit,Private room,1,1,1,1,2,4,,,,,,,FALSE,Exempt
39659416,peaceful fresh air,fully furnished private one bedroom,,Private room in rental unit,Private room,1,1,1,1,90,1125,,,,,,,FALSE,
1.12701E+18,brand new gunny flat,brand new gunny flat . 600/week . near mq shopping center and chatwood.,,Entire home,Entire home/apt,1,1,0,1,1,365,,,,,,,FALSE,Exempt
1.21846E+18,Single Loft Ensuite Room in the heart of Bondi,"Our loft rooms offer a variety of setups to suit your needs, with some rooms varying from premiums and queens to doubles and singles. Each room is thoughtfully designed to provide a luxurious feel, complete with plush bedding, custom loft, lounge space, ensuite, and tv.<br /><br />Spend the day by the water, then come home to your own sanctuary.","Step outside The Village Bondi Beach and you’re in the heart of Bondi Beach, an area synonymous with sun-drenched days and lively beach culture. Known for its golden sands, crystal-clear waters, and vibrant promenade, this is the place to experience Sydney’s beach soul. <br /><br />Embrace the surfer lifestyle, whether catching your first wave or showing off your skills on the iconic Bondi waves. The beach is a hub of activity – from sunbathing and people-watching to exploring the scenic coastal walks. As evening approaches, the Bondi scene transforms. Seafood restaurants, trendy bars, and rooftop venues come alive, offering the perfect setting to sip a cocktail and watch the sunset. <br /><br />Bondi Beach isn’t just a location; it’s an experience, a lively and welcoming community that captures the spirit of Sydney’s coastal charm. And as a guest at our hostel in Bondi, you’re at the centre of it all.",Room in hotel,Private room,1,1,1,1,1,365,,,,,,,TRUE,Exempt
1.15483E+18,Room in a quiet neighbourhood,,,Private room in home,Private room,1,1,1,1,1,365,,,,,,,FALSE,
12232483,Room in renovated beach-side unit in Rose Bay!,"Room in freshly renovated 2 bedroom unit in the heart of Rose Bay village in the Eastern suburb. Beach, transport, shops and restaurants right outside the door. City 20 minutes ferry ride away, or Bondi Beach 10 minutes drive.<br /><br />Open plan living room & brand new kitchen with breakfast island. Good tech around the place with smart speakers, 48"" smart TV with Sonos Beam speaker and hifi stereo and vinyl player. <br /><br />Perfect place to relax, use as a base for work or visiting friends & family in Sydney!","Nestled on the shores of Sydney Harbour, Rose Bay offers the perfect balance between urban convenience and coastal serenity. Just a stone's throw away from iconic Bondi Beach and a short drive to the heart of Sydney's CBD, you'll find yourself at the crossroads of leisure and excitement.",Private room in rental unit,Private room,1,1,1,1,2,14,,,,,,,FALSE,PID-STRA-61280
9.59706E+17,The Sea House,"***Please note: This property is exclusively available for locations and events booking only, not for residential and holiday stays. If you are interested in booking for more than a day, please inquire with us first before booking on Airbnb to avoid potential charges.***","Renowned for its laid-back coastal lifestyle and vibrant beach culture, Coogee is a popular destination for those seeking sun, sand, and a lively atmosphere. The suburb's iconic beach, with its golden sands and sparkling waters, attracts sunbathers, swimmers, and surfers throughout the year. Coogee Bay Road is the heart of the suburb, bustling with trendy cafes, vibrant bars, and a variety of dining options. Guests can indulge in a relaxing seaside brunch or soak up the vibrant nightlife. The Coogee to Bondi Coastal Walk is a highlight, offering breathtaking views and stopping points at picturesque beaches along the way. Coogee Pavilion, a local landmark, provides a multifaceted entertainment venue with rooftop bars, restaurants, and even a rooftop cinema. With its vibrant atmosphere and range of activities, Coogee offers a dynamic beachside experience for guests seeking a mix of relaxation and entertainment.",Entire home,Entire home/apt,1,1,1,1,1,1125,,,,,,,FALSE,Exempt
1.2214E+18,Single Room - Quaint Spot - Centrally Located,"Welcome to our inviting home at Marayong, perfectly positioned for travelers, whether you're stopping over briefly or staying longer for business. <br /><br />Our affordable and well-equipped house provides all the comforts you need for a pleasant stay. <br /><br />Reserve your stay today and experience firsthand why our guests love the convenient location, affordability, and homely comfort of our place.","Panania , a suburb of local government area City of Canterbury-Bankstown, is located 23 kilometres inner south-west of the Sydney central business district, in the state of New South Wales, Australia, and is a part of the South-western Sydney region. The postcode is 2213, which it shares with adjacent suburbs East Hills and Picnic Point.<br /><br />Panania is bounded on the north by the M5 South Western Motorway and the suburb of Milperra. Picnic Point, to the south, features parklands along the Georges River. East Hills is the suburb to the west and Revesby is located to the east.",Private room in home,Private room,1,1,1,1,1,89,,,,,,,TRUE,PID-STRA-68098
1.18246E+18,A Simple Room for a Weekend Stay,"A family home that is a spacious and peaceful space for a weekend stay. Located close to public transport that can take you to the city or further out west. Popular attractions close by include Hillsong Church,  Bella Vista Farm and Parklea Markets. This room has a King Single Bed. There is also a newly renovated bathroom to share.",,Private room in home,Private room,1,1,1,1,1,14,,,,,,,FALSE,PID-STRA-65944
17812942,15 min to city by train,"It's a cool and comfortable bedroom with shared bathroom. Kitchen utensils ,TV,washing machine,internet available. 10 min walk to strathfield station",,Private room in home,Private room,1,1,1,1,90,1125,,,,,,,FALSE,
1.09743E+18,Strathfield Studio Apartment,Studio Apartment 5 minutes walk from Strathfield station and Strathfield Plaza!<br /><br />This studio apartment is very conveniently located at less than 10 minutes walk from Strathfield station and Strathfield Plaza! Easy access loads of restaurants and supermarkets. Only 30 minutes away from CBD via public transport.<br /><br />This studio also has stovetops and fridge for cooking and washer/dryer/clothes rack for laundry. <br /><br />Building is secured with CCTVs and RFID key fobs. Free parking is also available.,,Entire rental unit,Entire home/apt,1,1,1,1,90,365,,,,,,,FALSE,
1.11429E+18,Oasis with private balcony,"Ocean views, open space, floor to ceiling windows. Your own bathroom and balcony looking over a nice park. <br /><br />Quality, bed, large wardrobe, smart TV with Netflix. Beautiful linen provided. Bedrooms opposite end of apartment. Modern kitchen. <br /><br />Living area with comfy lounge opening onto a large balcony with ocean views. Undercover car park!<br /><br />Beach is short walk, cafes, restaurant, grocery store and gym. Boatshed waterfront restaurant 5min Uber. <br /><br />Buses to the city and Kingsford for light rail.",,Private room in rental unit,Private room,1,1,1,0,90,365,,,,,,,FALSE,
39777447,big room with all kitchen goods. gympool available,,two mins to train station<br />one min to Woolworths and restaurants,Private room in rental unit,Private room,1,1,,1,90,1125,,,,,,,FALSE,
33837315,The most clean house in Multicultural area.,"My house is in quiet street with trees around and has beautiful garden and 10 mins walk from bus and train station, 30 mins to the City, 1 hour to the Blue mountain, 20 mins to Macquarie Uni, 40 mins to Sydney Uni.<br />One side from station is Korean town the other side is China town and you can enjoy shopping, delicious food .  There are library, park, doctors, post office, bank, restaurants, café, shopping mall within 10 mins.<br /><br />We are Australian Citizen originally from Korea, kind and helpful.",,Private room in bed and breakfast,Private room,1,2,1,1,90,180,,,,,,,TRUE,
8.56049E+17,Little bear’s home,,,Private room in rental unit,Private room,1,1,1,1,7,90,,,,,,,FALSE,Exempt
1.21135E+18,Private Room Close To City CBD,"Welcome to our charming and conveniently located room. Close to public transport, and walking distance from shopping centers and the Sydney CBD. If you're seeking a comfortable and affordable accommodation option with easy access to all the city has to offer, this is the perfect place for you!<br /><br />This room is thoughtfully designed to ensure your comfort during your stay. The room is part of a well-maintained residence, providing a welcoming and convenient environment.",,Private room in home,Private room,1,1,1,1,1,365,,,,,,,FALSE,PID-STRA-69381
1.20312E+18,Modern Single Room - Nearby Stations & Eateries,"Are you on the lookout for affordable lodging options during your Sydney visits? Look no further than our boutique-designed guesthouse! <br /><br />Conveniently situated in Panania, just seconds away from public transport and a short walk from the vibrant main street. There, you'll discover an array of shops catering to your daily needs, including local restaurants, cafes, supermarkets, florists, and newsagents. <br /><br />Our accommodations offer both comfort and accessibility, perfect for various types of trips.","Marayong is a suburban area in the state of New South Wales, Australia, situated approximately 36 kilometers west of Sydney's central business district. Known for its residential charm and family-friendly atmosphere, Marayong offers a peaceful retreat while remaining conveniently close to urban amenities. <br /><br />The area is part of the City of Blacktown local government area and is celebrated for its community spirit and local parks, providing ample recreational opportunities for residents. With its proximity to major transport routes and shopping centers, Marayong is an ideal location for both growing families and professionals seeking a balanced lifestyle in Sydney's vibrant western suburbs.",Private room in home,Private room,1,1,1,1,1,89,,,,,,,TRUE,PID-STRA-68098
40239099,Prvt Rm close to Syd Harbour Brdge,"A private room on this unique 5 story building, close to all the amazing cafe's in Sydney Harbour, Milson Point, Norty Sydney. Centrally located!, you can walk daily to the city via Sydney Harbour Bridge",Cafes everywhere  both Milson Point Station snd North Sydney station mins walk to Kirribilli and Luna Park,Private room in guest suite,Private room,1,0.5,1,1,90,90,,,,,,,FALSE,
46385063,Clean new studio,,,Entire rental unit,Entire home/apt,1,1,,1,90,365,,,,,,,TRUE,
40268825,Clean Quiet Alternative to Hostel,A clean quiet alternative to hostel.,Amazing hipster cafes.,Shared room in rental unit,Shared room,1,1,1,1,90,1125,,,,,,,FALSE,
1.12222E+18,Beautiful cosy sunshine space,"This stylish place to stay, 10 minutes to the train station and the airport. Near to restaurants and the centenary park. <br /><br />10 minutes to Sydney and Bondi Junction.<br /><br />15 to Randwick hospital and 10 minutes to St Vincent hospital.",,Private room in rental unit,Private room,1,1,1,1,1,365,,,,,,,FALSE,Exempt
1.17633E+18,Couch Surfing - Stay on the Couch - House of Love,"Photo ID before checking🪪<br />.<br />💆🏼‍♀️💆🏻‍♂️💆Kick back and relax in this calm, stylish space.🧘🏼‍♀️🛀🏻<br />.<br />Easy access to train station 🚉💺🚄<br />8 mins🚶🏼‍♀️walking distance, 3 mins by car. Buses in the corner. 🚏🚎<br />.<br />Swimming pool 5 mins walk away!👙🏊🏊🏽‍♀️🩱<br />.<br />Near to golf courses. 🏌️⛳️🏌️‍♀️<br />.<br />Spacious, clean, chic, with high quality appliances.<br />.<br />Full furnished and full kitchen equipments.🪞🖼️🧑🏼‍🍳<br />.<br />Perfect place for couples or families, individuals who love quiet space. 🧑‍🍼🤰🏼🧑🏼‍🦼‍➡️👫👬🧒🏼👧🏾👨🏻‍🦱👱🏼‍♀️👩🏻‍🦳<br />.<br />Internet 🛜, air conditioning, fresh towels and bed sheets.😊",,Shared room in home,Shared room,1,1.5,1,1,1,365,,,,,,,FALSE,PID-STRA-65504
16010892,Elegent room 15 minutes to Central,My place is good for solo adventurers and business travellers.,,Private room in rental unit,Private room,1,1,1,1,90,1125,,,,,,,FALSE,
7.57767E+17,Private room in Townhouse. Close to Olympic park,"4 floors..basement (for carpark and storage), ground (Living room, kitchen and Backyard), First floor (3 rooms, we live in ensuite, 1 room for our 8 years old daughter and 1 room for a lady IT professional with her own bathroom) and 2nd floor (2 rooms, with 1 Bathroom shared between these 2 rooms). This room is on 2nd floor. Cleanliness need to be maintained.  No beef no pork no fish and no alcohol allowed. Own balcony, airconditioned. No party. Maintain the peace.",,Private room in townhouse,Private room,1,1,1,1,90,365,,,,,,,FALSE,
24664434,Furnished Room Available for (Female/Muslim),"In a contemporary two bedroom apartment, one room is available for rent with private bathroom on 3 months, 6 months or 1 year term. (preferably female and Muslims only). Room is furnished and all household amenities are available such as washing machine, dryer, microwave, Iron etc. You will also have access to the swimming pool as well. The place is located within 10-12 min walk to Liverpool train station and Westfield Shopping Centre.",,Private room in rental unit,Private room,1,1,1,1,90,365,,,,,,,TRUE,
43091207,BEACH SIDE LIVING Private MASTER ROOM near airport,"The morning sun comes up over the beach directly across the road... where there’s cafes, restaurants, walking and cycling paths… and the beautiful white sands of the iconic Brighton Beach.<br /><br />Situated less than a 5 minute walk to everything Brighton Le Sands has to offer, including a main bus stop right outside the front door, your Apartment will fulfil all your needs during your stay in this bustling and culturally diverse Sydney beach suburb.<br />5 minute drive to AIRPORT/15 minutes to SYDNEY CBD",,Private room in rental unit,Private room,1,1,1,1,90,1125,,,,,,,FALSE,
6960525,"Shared room, leafy and quite area","located in lane cove. a leafy and quite bushy and golf course. We cook our own beautiful rustic bread next to organic vegetable garden with eggs of our hens. yoga and boxing.The review is not correct, bed is Japanese bed and hot water tap isperfect",,Shared room in home,Shared room,1,1,1,1,90,1125,,,,,,,FALSE,
43572533,Man cave Studio Style Rooms @ Botany Sydney,Male only single prefered this is budget accommadation may not be suitable for everyones expectation Own Rooms not shared few with Curtains has 1 single bed wardrobe and set Fairly big Studio with Laundry dine in Lounge areas / 2 bathrooms with washer dryer as well free parking wifi water so on cooking stuff pans cutlery cups all there for guests also have rice coker microvawe relatively clean quite safe frendly Peace full People rarely home,,Private room in loft,Private room,1,2,5,5,111,112,,,,,,,TRUE,
9.58284E+17,The Hamptons Estate,"***PLEASE NOTE: THIS PROPERTY IS EXCLUSIVELY AVAILABLE FOR LOCATIONS SHOOT AND EVENTS BOOKING ONLY, NOT FOR RESIDENTIAL AND HOLIDAY STAYS.***                     <br /><br />Hamptons luxury resort-style home with a country/coastal feel, complete with a pool, tennis court, and extensive landscaping. This coastal-style house has a show-stopping pool and entertaining area designed and built around a central courtyard. All main rooms overlook the magnificent full-tiled, wet edge pool and infinity spa.",,Entire villa,Entire home/apt,1,5,1,1,2,1125,,,,,,,FALSE,Exempt
1.23292E+18,Boutique Single Room - Centrally Located - Shared,"Welcome to our cozy home conveniently located near the Parramatta area, ideal for wide ranges of people.<br /><br />Our affordable and well-appointed house offers almost everything you need for a comfortable stay.<br /><br />Whether you're here for a quick layover or an extended business trip, you'll find our place both budget-friendly and accommodating. <br /><br />Book your stay now and discover why our guests love the combination of proximity, value, and comfort that our home provides.","Granville is a vibrant suburban area located in the Western Suburbs of Sydney. Situated approximately 23 kilometres west of Sydney's central business district, Granville falls within the local government area of the Cumberland Council. Known for its cultural diversity and rich community spirit, Granville offers a dynamic mix of residential comfort and urban convenience. The area has a strong historical background linked to its development as a major rail and industrial hub, which is evident in its architecture and local landmarks.<br /><br />Granville is celebrated for its well-connected transport links, including Granville Railway Station, which provides easy access to Sydney’s CBD and other suburbs. This accessibility, combined with a range of local amenities, makes Granville an attractive location for families, professionals, and businesses. The area is surrounded by lively neighborhoods such as Parramatta, Auburn, and Merrylands, offering a blend of cultural experiences and enterta",Private room in home,Private room,1,1.5,1,1,1,89,,,,,,,FALSE,PID-STRA-68909
